"userID","state_code","party"
188,"AR","NA"
189,"AL","NA"
190,"AR","NA"
191,"AZ","R"
192,"AL","NA"
193,"AZ","I"
194,"AZ","I"
195,"AR","NA"
196,"AZ","R"
197,"AR","NA"
198,"AR","NA"
199,"AZ","I"
200,"AZ","D"
201,"AR","NA"
202,"AR","NA"
203,"AL","NA"
204,"AR","NA"
205,"AL","NA"
206,"AR","NA"
207,"AR","NA"
208,"AR","NA"
209,"AR","NA"
210,"AR","NA"
211,"AZ","R"
212,"AZ","D"
213,"AZ","R"
214,"AZ","D"
215,"AZ","I"
216,"AZ","I"
217,"AR","NA"
218,"AR","NA"
219,"AR","NA"
220,"AZ","I"
221,"AZ","R"
222,"AZ","R"
223,"AZ","D"
224,"AZ","I"
225,"AZ","D"
226,"AZ","R"
227,"AZ","R"
228,"AZ","R"
229,"AZ","D"
230,"AZ","I"
231,"AZ","D"
232,"AZ","L"
233,"AZ","R"
234,"AZ","R"
235,"AZ","I"
236,"AZ","D"
237,"AZ","R"
238,"AZ","D"
239,"AZ","D"
240,"AZ","D"
241,"AZ","R"
242,"AZ","R"
243,"AZ","D"
244,"AZ","I"
245,"AZ","D"
246,"AZ","D"
247,"AZ","R"
248,"AZ","I"
249,"AZ","I"
250,"AZ","D"
251,"AZ","R"
252,"AZ","D"
253,"AZ","I"
254,"AZ","I"
255,"AZ","D"
256,"AZ","D"
257,"AZ","R"
258,"AZ","I"
259,"AZ","R"
260,"AZ","R"
261,"AZ","I"
262,"AZ","R"
263,"AZ","D"
264,"AZ","R"
265,"AZ","I"
266,"AZ","D"
267,"AZ","R"
268,"AZ","D"
269,"AZ","R"
270,"AZ","D"
271,"AZ","R"
272,"AZ","R"
273,"AZ","R"
274,"AZ","R"
275,"AZ","D"
276,"AZ","I"
277,"AZ","D"
278,"AZ","I"
279,"AZ","R"
280,"AZ","I"
281,"AZ","R"
282,"AZ","D"
283,"AZ","R"
284,"AZ","D"
285,"AZ","I"
286,"AZ","D"
287,"AZ","R"
288,"AZ","L"
289,"AZ","D"
290,"AZ","I"
291,"AZ","I"
292,"AZ","D"
293,"AZ","R"
294,"AZ","D"
295,"AZ","R"
296,"AZ","R"
297,"AZ","R"
298,"AZ","I"
299,"AZ","R"
300,"AZ","R"
301,"AZ","I"
302,"AZ","D"
303,"AZ","I"
304,"AZ","D"
305,"AZ","I"
306,"AZ","R"
307,"AZ","I"
308,"AZ","I"
309,"AZ","R"
310,"AZ","I"
311,"AZ","I"
312,"AZ","D"
313,"AZ","D"
314,"AZ","I"
315,"AZ","R"
316,"AZ","R"
317,"AZ","I"
318,"AZ","R"
319,"AZ","D"
320,"AZ","R"
321,"AZ","R"
322,"AZ","D"
323,"AZ","D"
324,"AZ","L"
325,"AZ","R"
326,"AZ","D"
327,"AZ","I"
328,"AZ","I"
329,"AZ","I"
330,"AZ","I"
331,"AZ","D"
332,"AZ","D"
333,"AZ","R"
334,"AZ","I"
335,"AZ","I"
336,"AZ","R"
337,"AZ","R"
338,"AZ","D"
339,"AZ","I"
340,"AZ","R"
341,"AZ","I"
342,"AZ","I"
343,"AZ","R"
344,"AZ","R"
345,"AZ","D"
346,"AZ","R"
347,"AZ","I"
348,"AZ","D"
349,"AZ","D"
350,"AZ","R"
351,"AZ","R"
352,"AZ","D"
353,"AZ","D"
354,"AZ","I"
355,"AZ","I"
356,"AZ","R"
357,"AZ","R"
358,"AZ","I"
359,"AZ","I"
360,"AZ","D"
361,"AZ","I"
362,"AZ","D"
363,"AZ","D"
364,"AZ","R"
365,"AZ","I"
366,"AZ","D"
367,"AZ","D"
368,"AZ","R"
369,"AZ","D"
370,"AZ","R"
371,"AZ","R"
372,"AZ","R"
373,"AZ","I"
374,"AZ","I"
375,"AZ","D"
376,"AZ","R"
377,"AZ","R"
378,"AZ","D"
379,"AZ","R"
380,"AZ","R"
381,"AZ","R"
382,"AZ","D"
383,"AZ","R"
384,"AZ","D"
385,"AZ","I"
386,"AZ","D"
387,"AZ","I"
388,"AZ","I"
389,"AZ","I"
390,"AK","I"
391,"AL","NA"
392,"AL","NA"
393,"AL","NA"
394,"AL","NA"
395,"AL","NA"
396,"AL","NA"
397,"AL","NA"
398,"AL","NA"
399,"AL","NA"
400,"AL","NA"
401,"AL","NA"
402,"AZ","I"
403,"AL","NA"
404,"AL","NA"
405,"AL","NA"
406,"AL","NA"
407,"AZ","I"
408,"AZ","D"
409,"AZ","I"
410,"AZ","I"
411,"AR","NA"
412,"AZ","I"
413,"AR","NA"
414,"AZ","I"
415,"AZ","D"
416,"AZ","I"
417,"AK","I"
418,"AR","NA"
419,"AR","NA"
420,"AR","NA"
421,"AZ","D"
422,"AZ","D"
423,"AZ","R"
424,"AZ","D"
425,"AZ","R"
426,"AZ","I"
427,"AL","NA"
428,"AL","NA"
429,"AL","NA"
430,"AL","NA"
431,"AL","NA"
432,"AL","NA"
433,"AL","NA"
434,"AL","NA"
435,"AL","NA"
436,"AL","NA"
437,"AL","NA"
438,"AL","NA"
439,"AL","NA"
440,"AL","NA"
441,"AL","NA"
442,"AL","NA"
443,"AL","NA"
444,"AL","NA"
445,"AL","NA"
446,"AL","NA"
447,"AL","NA"
448,"AL","NA"
449,"AL","NA"
450,"AL","NA"
451,"AL","NA"
452,"AL","NA"
453,"AL","NA"
454,"AL","NA"
455,"AL","NA"
456,"AL","NA"
457,"AL","NA"
458,"AL","NA"
459,"AL","NA"
460,"AL","NA"
461,"AL","NA"
462,"AL","NA"
463,"AL","NA"
464,"AR","NA"
465,"AL","NA"
466,"AR","NA"
467,"AL","NA"
468,"AL","NA"
469,"AR","NA"
470,"AL","NA"
471,"AL","NA"
472,"AR","NA"
473,"AL","NA"
474,"AL","NA"
475,"AL","NA"
476,"AR","NA"
477,"AR","NA"
478,"AR","NA"
479,"AL","NA"
480,"AZ","R"
481,"AZ","D"
482,"AZ","D"
483,"AZ","I"
484,"AZ","D"
485,"AZ","D"
486,"AZ","D"
487,"AZ","R"
488,"AZ","O"
489,"AZ","I"
490,"AZ","I"
491,"AZ","R"
492,"AZ","I"
493,"AZ","I"
494,"AZ","R"
495,"AZ","R"
496,"AZ","R"
497,"AZ","D"
498,"AZ","O"
499,"AZ","R"
500,"AZ","R"
501,"AZ","R"
502,"AZ","R"
503,"AZ","D"
504,"AZ","R"
505,"AZ","R"
506,"AZ","D"
507,"AZ","R"
508,"AZ","R"
509,"AZ","D"
510,"AZ","I"
511,"AZ","D"
512,"AZ","D"
513,"AZ","I"
514,"AZ","I"
515,"AR","NA"
516,"AL","NA"
517,"AL","NA"
518,"AL","NA"
519,"AL","NA"
520,"AL","NA"
521,"AL","NA"
522,"AR","NA"
523,"AR","NA"
524,"AL","NA"
525,"AR","NA"
526,"AR","NA"
527,"AL","NA"
528,"AL","NA"
529,"AR","NA"
530,"AL","NA"
531,"AR","NA"
532,"AR","NA"
533,"AL","NA"
534,"AZ","I"
535,"AZ","D"
536,"AZ","I"
537,"AR","NA"
538,"AZ","I"
539,"AZ","D"
540,"AZ","D"
541,"AZ","R"
542,"AZ","I"
543,"AZ","D"
544,"AZ","I"
545,"AZ","D"
546,"AZ","I"
547,"AZ","R"
548,"AZ","D"
549,"AK","D"
550,"AZ","I"
551,"AK","I"
552,"AZ","R"
553,"AZ","I"
554,"AZ","D"
555,"AZ","R"
556,"AZ","I"
557,"AZ","R"
558,"PA","D"
559,"PA","D"
560,"PA","R"
561,"NM","D"
562,"CA","R"
563,"PA","D"
564,"PA","O"
565,"PA","D"
566,"PA","O"
567,"PA","O"
568,"CA","D"
569,"PA","D"
570,"PA","D"
571,"PA","D"
572,"VA","NA"
573,"PA","D"
574,"PA","D"
575,"PA","D"
576,"VA","NA"
577,"PA","D"
578,"PA","D"
579,"PA","O"
580,"PA","R"
581,"WA","NA"
582,"WA","NA"
583,"WA","NA"
584,"WA","NA"
585,"WA","NA"
586,"WA","NA"
587,"WA","NA"
588,"WA","NA"
589,"WA","NA"
590,"WA","NA"
591,"WA","NA"
592,"WA","NA"
593,"WA","NA"
594,"WA","NA"
595,"WA","NA"
596,"WA","NA"
597,"WA","NA"
598,"WA","NA"
599,"WA","NA"
600,"WA","NA"
601,"WA","NA"
602,"WA","NA"
603,"WA","NA"
604,"WA","NA"
605,"WA","NA"
606,"WA","NA"
607,"WA","NA"
608,"WA","NA"
609,"VA","NA"
610,"WA","NA"
611,"VA","NA"
612,"WA","NA"
613,"WA","NA"
614,"WA","NA"
615,"VA","NA"
616,"WA","NA"
617,"WA","NA"
618,"WA","NA"
619,"WA","NA"
620,"VA","NA"
621,"VA","NA"
622,"WA","NA"
623,"NJ","I"
624,"VA","NA"
625,"VA","NA"
626,"WA","NA"
627,"VA","NA"
628,"WA","NA"
629,"VA","NA"
630,"NJ","D"
631,"VA","NA"
632,"WA","NA"
633,"VA","NA"
634,"VA","NA"
635,"VA","NA"
636,"VA","NA"
637,"VA","NA"
638,"NJ","D"
639,"VA","NA"
640,"VA","NA"
641,"VA","NA"
642,"VA","NA"
643,"VA","NA"
644,"VA","NA"
645,"VA","NA"
646,"VA","NA"
647,"VA","NA"
648,"VA","NA"
649,"PA","O"
650,"VA","NA"
651,"VA","NA"
652,"VA","NA"
653,"VA","NA"
654,"VA","NA"
655,"VA","NA"
656,"VA","NA"
657,"VA","NA"
658,"VA","NA"
659,"VA","NA"
660,"NJ","I"
661,"NJ","D"
662,"VA","NA"
663,"NJ","I"
664,"VA","NA"
665,"VA","NA"
666,"NJ","I"
667,"NJ","I"
668,"VA","NA"
669,"VA","NA"
670,"NJ","D"
671,"NJ","D"
672,"NJ","D"
673,"NJ","I"
674,"NJ","D"
675,"NJ","D"
676,"NJ","R"
677,"NJ","D"
678,"VA","NA"
679,"NJ","D"
680,"NJ","R"
681,"NJ","D"
682,"NJ","D"
683,"NJ","D"
684,"NJ","R"
685,"NJ","I"
686,"NJ","D"
687,"VA","NA"
688,"NJ","I"
689,"NJ","I"
690,"NJ","I"
691,"NJ","R"
692,"NJ","D"
693,"NJ","I"
694,"OR","D"
695,"NJ","I"
696,"NJ","D"
697,"NJ","I"
698,"NJ","I"
699,"VA","NA"
700,"NJ","I"
701,"VA","NA"
702,"NJ","I"
703,"NJ","I"
704,"VA","NA"
705,"NJ","R"
706,"NJ","D"
707,"NJ","R"
708,"NJ","R"
709,"VA","NA"
710,"NJ","I"
711,"NJ","I"
712,"NJ","D"
713,"NJ","I"
714,"NJ","I"
715,"NJ","I"
716,"NJ","I"
717,"NJ","I"
718,"NJ","D"
719,"NJ","D"
720,"NJ","I"
721,"NJ","D"
722,"NJ","D"
723,"NJ","D"
724,"NJ","D"
725,"NJ","R"
726,"NJ","D"
727,"NJ","D"
728,"VA","NA"
729,"NJ","D"
730,"NJ","I"
731,"NJ","D"
732,"NJ","R"
733,"VA","NA"
734,"NJ","D"
735,"NJ","D"
736,"NJ","I"
737,"NJ","I"
738,"NJ","D"
739,"NJ","D"
740,"NJ","I"
741,"NJ","I"
742,"NJ","R"
743,"NJ","I"
744,"OR","D"
745,"NJ","R"
746,"CO","R"
747,"NJ","R"
748,"NJ","D"
749,"NJ","R"
750,"NJ","D"
751,"VA","NA"
752,"VA","NA"
753,"WA","NA"
754,"NJ","R"
755,"WA","NA"
756,"VA","NA"
757,"WA","NA"
758,"WA","NA"
759,"WA","NA"
760,"AR","NA"
761,"WA","NA"
762,"WA","NA"
763,"WA","NA"
764,"WA","NA"
765,"WA","NA"
766,"WA","NA"
767,"WA","NA"
768,"VA","NA"
769,"WA","NA"
770,"OR","D"
771,"WA","NA"
772,"WA","NA"
773,"WA","NA"
774,"WA","NA"
775,"WA","NA"
776,"WA","NA"
777,"WA","NA"
778,"WA","NA"
779,"WA","NA"
780,"WA","NA"
781,"WA","NA"
782,"WA","NA"
783,"WA","NA"
784,"WA","NA"
785,"OR","R"
786,"WA","NA"
787,"WA","NA"
788,"WA","NA"
789,"WA","NA"
790,"WA","NA"
791,"WA","NA"
792,"WA","NA"
793,"WA","NA"
794,"WA","NA"
795,"WA","NA"
796,"WA","NA"
797,"WA","NA"
798,"WA","NA"
799,"WA","NA"
800,"WA","NA"
801,"WA","NA"
802,"NJ","R"
803,"WA","NA"
804,"WA","NA"
805,"WA","NA"
806,"WA","NA"
807,"WA","NA"
808,"WA","NA"
809,"WA","NA"
810,"WA","NA"
811,"WA","NA"
812,"WA","NA"
813,"WA","NA"
814,"WA","NA"
815,"WA","NA"
816,"WA","NA"
817,"WA","NA"
818,"WA","NA"
819,"OR","R"
820,"NJ","I"
821,"WA","NA"
822,"WA","NA"
823,"WA","NA"
824,"WA","NA"
825,"WA","NA"
826,"WA","NA"
827,"WA","NA"
828,"WA","NA"
829,"WA","NA"
830,"WA","NA"
831,"WA","NA"
832,"WA","NA"
833,"WA","NA"
834,"NJ","I"
835,"WA","NA"
836,"WA","NA"
837,"WA","NA"
838,"WA","NA"
839,"WA","NA"
840,"WA","NA"
841,"NJ","R"
842,"WA","NA"
843,"WA","NA"
844,"WA","NA"
845,"WA","NA"
846,"WA","NA"
847,"WA","NA"
848,"WA","NA"
849,"NJ","I"
850,"WA","NA"
851,"NJ","D"
852,"WA","NA"
853,"WA","NA"
854,"WA","NA"
855,"WA","NA"
856,"NJ","I"
857,"WA","NA"
858,"WA","NA"
859,"WA","NA"
860,"PA","D"
861,"WA","NA"
862,"WA","NA"
863,"WA","NA"
864,"WA","NA"
865,"WA","NA"
866,"WA","NA"
867,"WA","NA"
868,"WA","NA"
869,"NJ","D"
870,"WA","NA"
871,"WA","NA"
872,"WA","NA"
873,"NJ","I"
874,"WA","NA"
875,"WA","NA"
876,"WA","NA"
877,"WA","NA"
878,"WA","NA"
879,"WA","NA"
880,"WA","NA"
881,"WA","NA"
882,"WA","NA"
883,"WA","NA"
884,"WA","NA"
885,"WA","NA"
886,"OR","I"
887,"WA","NA"
888,"WA","NA"
889,"WA","NA"
890,"WA","NA"
891,"WA","NA"
892,"WA","NA"
893,"WA","NA"
894,"WA","NA"
895,"DC","D"
896,"OR","R"
897,"WA","NA"
898,"NJ","R"
899,"PA","R"
900,"OR","D"
901,"WA","NA"
902,"WA","NA"
903,"OR","D"
904,"WA","NA"
905,"NJ","I"
906,"WA","NA"
907,"OR","D"
908,"OR","D"
909,"WA","NA"
910,"WA","NA"
911,"WA","NA"
912,"WA","NA"
913,"WA","NA"
914,"WA","NA"
915,"WA","NA"
916,"OR","I"
917,"WA","NA"
918,"WA","NA"
919,"WA","NA"
920,"WA","NA"
921,"WA","NA"
922,"OR","D"
923,"WA","NA"
924,"WA","NA"
925,"WA","NA"
926,"WA","NA"
927,"NJ","D"
928,"WA","NA"
929,"WA","NA"
930,"WA","NA"
931,"WA","NA"
932,"WA","NA"
933,"WA","NA"
934,"OR","D"
935,"OR","I"
936,"WA","NA"
937,"WA","NA"
938,"WA","NA"
939,"OR","D"
940,"WA","NA"
941,"WA","NA"
942,"WA","NA"
943,"OR","D"
944,"OR","I"
945,"OR","D"
946,"WA","NA"
947,"OR","I"
948,"OR","D"
949,"OR","R"
950,"OR","D"
951,"WA","NA"
952,"WA","NA"
953,"OR","D"
954,"WA","NA"
955,"WA","NA"
956,"OR","D"
957,"WA","NA"
958,"WA","NA"
959,"OR","D"
960,"NJ","I"
961,"WA","NA"
962,"OR","D"
963,"WA","NA"
964,"OR","R"
965,"WA","NA"
966,"OR","D"
967,"OR","R"
968,"OR","R"
969,"WA","NA"
970,"PA","R"
971,"WA","NA"
972,"OR","R"
973,"OR","R"
974,"WA","NA"
975,"OR","I"
976,"OR","R"
977,"WA","NA"
978,"OR","D"
979,"OR","R"
980,"OR","R"
981,"OR","R"
982,"OR","D"
983,"WA","NA"
984,"OR","D"
985,"WA","NA"
986,"WA","NA"
987,"OR","R"
988,"OR","R"
989,"OR","R"
990,"OR","R"
991,"OR","D"
992,"WA","NA"
993,"OR","D"
994,"OR","I"
995,"OR","R"
996,"WA","NA"
997,"WA","NA"
998,"WA","NA"
999,"OR","R"
1000,"OR","I"
1001,"OR","D"
1002,"OR","D"
1003,"WA","NA"
1004,"OR","R"
1005,"WA","NA"
1006,"OR","I"
1007,"OR","D"
1008,"OR","I"
1009,"WA","NA"
1010,"OR","D"
1011,"OR","D"
1012,"WA","NA"
1013,"VA","NA"
1014,"OR","L"
1015,"OR","I"
1016,"WA","NA"
1017,"OR","I"
1018,"OR","D"
1019,"OR","D"
1020,"OR","D"
1021,"OR","I"
1022,"OR","I"
1023,"VA","NA"
1024,"OR","R"
1025,"VA","NA"
1026,"VA","NA"
1027,"OR","D"
1028,"PA","O"
1029,"OR","D"
1030,"OR","D"
1031,"OR","D"
1032,"OR","I"
1033,"OR","D"
1034,"OR","D"
1035,"VA","NA"
1036,"OR","R"
1037,"OR","R"
1038,"WA","NA"
1039,"OR","D"
1040,"OR","D"
1041,"OR","R"
1042,"OR","D"
1043,"VA","NA"
1044,"OR","R"
1045,"WA","NA"
1046,"OR","D"
1047,"OR","G"
1048,"OR","I"
1049,"VA","NA"
1050,"WA","NA"
1051,"VA","NA"
1052,"WA","NA"
1053,"OR","I"
1054,"VA","NA"
1055,"VA","NA"
1056,"OR","R"
1057,"VA","NA"
1058,"WA","NA"
1059,"WA","NA"
1060,"OR","D"
1061,"VA","NA"
1062,"WA","NA"
1063,"OR","I"
1064,"OR","R"
1065,"WA","NA"
1066,"OR","D"
1067,"OR","R"
1068,"WA","NA"
1069,"WA","NA"
1070,"OR","D"
1071,"WA","NA"
1072,"WA","NA"
1073,"OR","I"
1074,"WA","NA"
1075,"OR","R"
1076,"WA","NA"
1077,"VA","NA"
1078,"VA","NA"
1079,"VA","NA"
1080,"VA","NA"
1081,"VA","NA"
1082,"OR","D"
1083,"OR","O"
1084,"OR","D"
1085,"VA","NA"
1086,"OR","G"
1087,"VA","NA"
1088,"OR","D"
1089,"WA","NA"
1090,"WA","NA"
1091,"VA","NA"
1092,"PA","R"
1093,"VA","NA"
1094,"WA","NA"
1095,"OR","D"
1096,"VA","NA"
1097,"VA","NA"
1098,"WA","NA"
1099,"WA","NA"
1100,"WA","NA"
1101,"VA","NA"
1102,"VA","NA"
1103,"VA","NA"
1104,"VA","NA"
1105,"VA","NA"
1106,"VA","NA"
1107,"OR","I"
1108,"WA","NA"
1109,"VA","NA"
1110,"VA","NA"
1111,"VA","NA"
1112,"VA","NA"
1113,"VA","NA"
1114,"VA","NA"
1115,"VA","NA"
1116,"VA","NA"
1117,"WA","NA"
1118,"VA","NA"
1119,"OR","I"
1120,"VA","NA"
1121,"PA","R"
1122,"VA","NA"
1123,"VA","NA"
1124,"WA","NA"
1125,"VA","NA"
1126,"VA","NA"
1127,"VA","NA"
1128,"VA","NA"
1129,"PA","D"
1130,"OR","D"
1131,"VA","NA"
1132,"OR","O"
1133,"WA","NA"
1134,"VA","NA"
1135,"VA","NA"
1136,"WA","NA"
1137,"VA","NA"
1138,"MO","NA"
1139,"WA","NA"
1140,"VA","NA"
1141,"VA","NA"
1142,"VA","NA"
1143,"VA","NA"
1144,"VA","NA"
1145,"VA","NA"
1146,"WA","NA"
1147,"OR","I"
1148,"VA","NA"
1149,"VA","NA"
1150,"VA","NA"
1151,"VA","NA"
1152,"WA","NA"
1153,"VA","NA"
1154,"VA","NA"
1155,"VA","NA"
1156,"WA","NA"
1157,"VA","NA"
1158,"WA","NA"
1159,"VA","NA"
1160,"VA","NA"
1161,"VA","NA"
1162,"OR","D"
1163,"WA","NA"
1164,"VA","NA"
1165,"VA","NA"
1166,"WA","NA"
1167,"VA","NA"
1168,"VA","NA"
1169,"VA","NA"
1170,"VA","NA"
1171,"WA","NA"
1172,"WA","NA"
1173,"VA","NA"
1174,"WA","NA"
1175,"WA","NA"
1176,"VA","NA"
1177,"WA","NA"
1178,"WA","NA"
1179,"WA","NA"
1180,"VA","NA"
1181,"WA","NA"
1182,"OR","D"
1183,"VA","NA"
1184,"WA","NA"
1185,"WA","NA"
1186,"VA","NA"
1187,"WA","NA"
1188,"WA","NA"
1189,"WA","NA"
1190,"VA","NA"
1191,"WA","NA"
1192,"VA","NA"
1193,"WA","NA"
1194,"WA","NA"
1195,"CO","D"
1196,"VA","NA"
1197,"WA","NA"
1198,"VA","NA"
1199,"VA","NA"
1200,"WA","NA"
1201,"WA","NA"
1202,"VA","NA"
1203,"VA","NA"
1204,"WA","NA"
1205,"WA","NA"
1206,"WA","NA"
1207,"VA","NA"
1208,"WA","NA"
1209,"WA","NA"
1210,"VA","NA"
1211,"WA","NA"
1212,"WA","NA"
1213,"WA","NA"
1214,"WA","NA"
1215,"WA","NA"
1216,"WA","NA"
1217,"WA","NA"
1218,"WA","NA"
1219,"VA","NA"
1220,"VA","NA"
1221,"WA","NA"
1222,"WA","NA"
1223,"VA","NA"
1224,"WA","NA"
1225,"VA","NA"
1226,"WA","NA"
1227,"WA","NA"
1228,"WA","NA"
1229,"WA","NA"
1230,"VA","NA"
1231,"WA","NA"
1232,"WA","NA"
1233,"VA","NA"
1234,"WA","NA"
1235,"WA","NA"
1236,"WA","NA"
1237,"WA","NA"
1238,"WA","NA"
1239,"WA","NA"
1240,"WA","NA"
1241,"WA","NA"
1242,"WA","NA"
1243,"WA","NA"
1244,"OR","L"
1245,"OR","I"
1246,"WA","NA"
1247,"OR","I"
1248,"WA","NA"
1249,"WA","NA"
1250,"WA","NA"
1251,"WA","NA"
1252,"OR","D"
1253,"VA","NA"
1254,"OR","O"
1255,"WA","NA"
1256,"WA","NA"
1257,"VA","NA"
1258,"WA","NA"
1259,"WA","NA"
1260,"WA","NA"
1261,"WA","NA"
1262,"WA","NA"
1263,"VA","NA"
1264,"WA","NA"
1265,"WA","NA"
1266,"WA","NA"
1267,"OR","D"
1268,"WA","NA"
1269,"WA","NA"
1270,"OR","I"
1271,"VA","NA"
1272,"OR","I"
1273,"WA","NA"
1274,"WA","NA"
1275,"WA","NA"
1276,"WA","NA"
1277,"WA","NA"
1278,"WA","NA"
1279,"OR","I"
1280,"WA","NA"
1281,"WA","NA"
1282,"VA","NA"
1283,"OR","D"
1284,"WA","NA"
1285,"OR","O"
1286,"WA","NA"
1287,"OR","D"
1288,"OR","I"
1289,"VA","NA"
1290,"OR","R"
1291,"VA","NA"
1292,"OR","I"
1293,"WA","NA"
1294,"WA","NA"
1295,"VA","NA"
1296,"OR","D"
1297,"OR","R"
1298,"OR","R"
1299,"OR","I"
1300,"VA","NA"
1301,"VA","NA"
1302,"WA","NA"
1303,"PA","D"
1304,"OR","D"
1305,"VA","NA"
1306,"OR","D"
1307,"WA","NA"
1308,"OR","D"
1309,"WA","NA"
1310,"VA","NA"
1311,"OR","R"
1312,"WA","NA"
1313,"WA","NA"
1314,"VA","NA"
1315,"WA","NA"
1316,"WA","NA"
1317,"VA","NA"
1318,"OR","I"
1319,"WA","NA"
1320,"VA","NA"
1321,"WA","NA"
1322,"OR","I"
1323,"WA","NA"
1324,"OR","R"
1325,"WA","NA"
1326,"WA","NA"
1327,"VA","NA"
1328,"VA","NA"
1329,"WA","NA"
1330,"OR","I"
1331,"WA","NA"
1332,"WA","NA"
1333,"WA","NA"
1334,"VA","NA"
1335,"OR","R"
1336,"OR","I"
1337,"VA","NA"
1338,"NV","D"
1339,"OR","D"
1340,"OR","I"
1341,"OR","D"
1342,"OR","D"
1343,"VA","NA"
1344,"OR","I"
1345,"OR","D"
1346,"OR","I"
1347,"OR","I"
1348,"WA","NA"
1349,"OR","I"
1350,"VA","NA"
1351,"PA","R"
1352,"OR","D"
1353,"OR","O"
1354,"VA","NA"
1355,"VA","NA"
1356,"PA","R"
1357,"OR","R"
1358,"OR","R"
1359,"PA","D"
1360,"OR","D"
1361,"OR","I"
1362,"OR","D"
1363,"OR","D"
1364,"OR","D"
1365,"VA","NA"
1366,"OR","D"
1367,"PA","R"
1368,"OR","I"
1369,"PA","D"
1370,"VA","NA"
1371,"OR","I"
1372,"VA","NA"
1373,"VA","NA"
1374,"VA","NA"
1375,"OR","R"
1376,"VA","NA"
1377,"VA","NA"
1378,"VA","NA"
1379,"MI","NA"
1380,"PA","R"
1381,"VA","NA"
