userID,text,created_at,favorite_count,followers_account,friends_count,location
9064,@pescami it's not Stones vs Beatles?,10/04/2016 21:01:20 EDT,1160,10300,1405,NYC
7942,https://t.co/g82Z3oGQs4,10/04/2016 21:01:20 EDT,235,3428,4831,"Algoma, WI"
15835,"RT @NBCTheVoice: RT because @TheTimMcGraw &amp; @FaithHill are our Season 11 Key Advisors for #VoiceKnockouts starting Monday, Oct 24 on… ",10/04/2016 21:01:23 EDT,13647,375,1181,Columbia
9445,No wonder I keep wanting him to orgy with everybody! Including me. He brought the #Sense8-ness with him. #TheExorcist,10/04/2016 21:01:35 EDT,13336,1748,174,"New York, NY"
15835,Making bows and watching the debate. 😘,10/04/2016 21:01:42 EDT,13647,375,1181,Columbia
961,"@janettu @seattletimes Such a crap lawsuit. It said Tiffany, not as a brand. Not on the box. People see what they want.",10/04/2016 21:01:59 EDT,18635,108,254,Washington State
21815,RT @EmGusk: Keep up with the VP debate with the @washingtonpost liveblog https://t.co/21NPKMTGtK,10/04/2016 21:02:01 EDT,641,3431,820,"Washington, DC"
8996,Ready to watch @timkaine #VPDebate,10/04/2016 21:02:03 EDT,6359,412,2610,KANSAS 
20696,RT @iamyounglion2: LH Halloween Gang 10/7 🎃 https://t.co/kAnaCGR3fR,10/04/2016 21:02:12 EDT,1132,190,348,NY
15455,RT @BeachPlaces: i need some time to just relax 🌊✌🏼️ https://t.co/b5jcD20p6I,10/04/2016 21:02:13 EDT,17877,730,584,Keansburg NJ
20939,"RT @ChemiShalev: Trump’s own aides don’t trust him to live tweet, but hey, let’s go ahead and give him the nuclear codes, why not",10/04/2016 21:02:14 EDT,38,15285,13914,"San Leandro, CA"
8601,@ChrisinJackson @ericmiclette @PigDrive I never said if they were bonifide or not.  I just tweeted that there were some leaks out there.,10/04/2016 21:02:19 EDT,117,52,130,"Chicago, Illinois"
9064,RT @NPR: The #VPDebate with Sen. Tim Kaine and Gov. Mike Pence is underway. Follow our live fact-check here:… ,10/04/2016 21:02:19 EDT,1160,10300,1405,NYC
10282,RT @SexualGif: jack skellington and sally are out there being the cutest spooky couple https://t.co/IWY72boa4l,10/04/2016 21:02:20 EDT,16475,476,554,"Pensacola, Florida"
15104,My grandson Danny had to make a video like his brother Devin.  So here it is.. https://t.co/q37Q33foLg,10/04/2016 21:02:23 EDT,9,310,337,Las Vegas Nevada
17736,RT @theporch: If you invest in physical attraction you're investing in a depreciating asset. #RelationshipGoals,10/04/2016 21:02:27 EDT,3521,222,582,"Dallas, TX"
10253,"RT @NCAAFNation247: A week 5 CFB Top Performance
Colorado WR @trimshay 

7 Receptions 169 yards 3 TD's https://t.co/c2TeDWR1Wm",10/04/2016 21:02:28 EDT,1478,263,2155,"st pete, fl"
5332,These last 48 hours...  #exhausting,10/04/2016 21:02:30 EDT,559,54,279,United States
864,"@geenacanblowme @ZackFord @YouTube Yes, Geena, your comments are less violent b/c they were posted on a pro trans site. Come let us reason",10/04/2016 21:02:32 EDT,1431,607,1173,Gig Harbor
812,@misterpdb Can't say there was really anything about the Pixel that excited me. Especially at that price point.,10/04/2016 21:02:35 EDT,11,119,76,Elma Wa 
22763,WHAT. A. PLAY,10/04/2016 21:02:36 EDT,43686,619,593,"Da Parish, LA"
21321,Last time I was in #Farmville was at @HSC1776 homecoming with @dixiedad1 @rhwkirby1 @MikeBarke   There was #bourbon and fun people.,10/04/2016 21:02:38 EDT,3572,997,727,West Palm Beast
10253,"RT @buffnik: Damn straight. Means nothing on Saturday. Not even the real rank, which doesn't even come out until Nov 1. #GoBuffs… ",10/04/2016 21:02:39 EDT,1479,263,2155,"st pete, fl"
52,God damn Pillar what a catch,10/04/2016 21:02:41 EDT,55012,213,776,Alaska
565,@andrewperloff ever notice how many remakes there are?,10/04/2016 21:02:43 EDT,3537,118,616,rural Pa. 
1921,"RT @nxtstop1: FACT CHECK SITES for #VPDebates: 
@nprpolitics ,@PolitiFact, @factcheckdotorg -
#Kane v. #Pence at historic… ",10/04/2016 21:02:44 EDT,839,313,192,Oregon
7233,"RT @aedwardslevy: People respond more positively to poetry read over the phone than to poems presented online.

This is known as ""ode effec…",10/04/2016 21:02:44 EDT,971,442,732,Baltimore
10325,#TeamJesus https://t.co/SDMpfVchVZ,10/04/2016 21:02:45 EDT,622,640,837,United States
13806,@HISTORY Love this show!,10/04/2016 21:02:46 EDT,1997,279,743,"Columbus, OH"
7580,"@annehelen I didn't think to show off ring, but immediately thought fabricated for general publicity. What do you think of Daily Mail Qs?",10/04/2016 21:02:51 EDT,800,133,75,Massachusetts
1738,@Jlazinger @mattcohen428 @JCameratoCSN Korver could always shoot and was a 2nd round pick. McDermott was a WAY better college player,10/04/2016 21:02:58 EDT,59,150,194,"Villanova, PA"
20939,"RT @TheFix: ""Governor Pence, is Donald Trump a role model?"" https://t.co/SemFGf0pb0",10/04/2016 21:02:58 EDT,38,15285,13914,"San Leandro, CA"
6679,I love the relationship I have with my bf granny we talk about EVERYTHANGGGG,10/04/2016 21:03:00 EDT,36,555,482,Houston tx 
16038,"RT @NewFacMajority: Never underestimate students: ""The extreme number of angry emojis flying across the screen as [Chancellor Brogan]... ht…",10/04/2016 21:03:03 EDT,42515,2406,1027,"Silver Spring, MD"
18375,Remember when it was Rory Gilmore’s dream to work for CSPAN,10/04/2016 21:03:12 EDT,7094,3075,1351,Brooklyn
1738,@Jlazinger @mattcohen428 @JCameratoCSN and not sure McDermott can play either,10/04/2016 21:03:16 EDT,59,150,194,"Villanova, PA"
6679,And we work together I love it,10/04/2016 21:03:17 EDT,36,555,482,Houston tx 
3856,RT @MeninistTweet: some of you females gotta chill on the makeup until we get this clown situation under control,10/04/2016 21:03:17 EDT,3842,10591,436,"Akron, Ohio "
22763,Fuck 😩,10/04/2016 21:03:20 EDT,43686,619,593,"Da Parish, LA"
5230,"@realDonaldTrump Boss,how bout an ad w/ Bill Clinton's words on Obamacare&amp;one on Hillary's words on Benghazi ""what difference does it make?""",10/04/2016 21:03:21 EDT,116,83,379,michigan
11804,"RT @HillaryClinton: .@TimKaine's spent his whole life fighting for working families, so I have no doubt he'll do the same tonight. Go get '…",10/04/2016 21:03:25 EDT,1850,49,36,"Atlanta, GA"
9445,The house isn't really under attack by a demon. It's just Wolfgang. He's upset he can't get to Kala. #Sense8 #TheExorcist,10/04/2016 21:03:44 EDT,13336,1748,174,"New York, NY"
7788,I actually think this could be bigger for Clinton than the media is making it out to be. Kaine can build confidence. #VPDebate,10/04/2016 21:03:45 EDT,1,354,385,"Milwaukee, WI"
15585,Wow Trumbo,10/04/2016 21:03:46 EDT,1217,118,273,"Milwaukee, WI"
7072,TRUMBOOOOOO!!!,10/04/2016 21:03:47 EDT,3206,10952,6460,Baltimore
52,Mariners Legend Mark Trumbo,10/04/2016 21:03:47 EDT,55013,213,776,Alaska
1476,"@dangillmor PBS pretty good too. (Pundits before &amp; after, but you can mute or turn them off, and once things are underway, no interruption)",10/04/2016 21:03:52 EDT,48,1379,226,Philadelphia
17565,"RT @annehelen: Mike Pence is only ""a total dad"" if your dad is ""a total bigot""",10/04/2016 21:03:52 EDT,78410,754,1426,Chicago
8601,@BruceWolfChi So we potentially have you to thank?,10/04/2016 21:03:52 EDT,117,52,130,"Chicago, Illinois"
6908,Can't believe @realDonaldTrump is going to let @MikePenceVP speak for him. Can't he defend his own campaign?,10/04/2016 21:03:58 EDT,14259,18588,704,California Boy in Boston
11660,"@realDonaldTrump Give 'em hell, Mike!",10/04/2016 21:04:03 EDT,1921,253,947,"Georgia, USA"
2437,"WARNER BROS STORE-JACK FROST SNOWMAN-9""-BEAN PLUSH-NEW/TAGS-SCARF-MITTENS-HAT- #warnerbros https://t.co/cZsYZbv9fa? https://t.co/iczdqxDZKK",10/04/2016 21:04:06 EDT,309163,167077,172067,Nevada
22763,GET OFF HIS DICK https://t.co/EKsfP1uCs9,10/04/2016 21:04:11 EDT,43686,619,593,"Da Parish, LA"
1921,"FYI, I have a list for the #VPDebate. Includes a few comedians for entertainment value. Pretty left-biased, though.
https://t.co/mk6umDffWg",10/04/2016 21:04:13 EDT,839,313,192,Oregon
6679,RT @Leo_Tweets: A #Leo woman expects her partner to be a real man. They tire easily of manboys.,10/04/2016 21:04:18 EDT,36,555,482,Houston tx 
3625,#birdland #trumbomb,10/04/2016 21:04:19 EDT,41,271,311,"Cleveland, OH"
17926,@csydelko @dadlambton @vitty_n_gobo,10/04/2016 21:04:23 EDT,2163,302,362,"Pittsburgh, PA"
3698,"SO TRUE, right? Only with all us girls!!! https://t.co/R3iaVWjTWl",10/04/2016 21:04:26 EDT,2441,348,106,Los Angeles/Calabasas
15301,"@johnjf125 the takes, of course, would be ""wow those fans must hate him"" and no evidence to the contrary would change them",10/04/2016 21:04:27 EDT,931,567,542,St. Louis
15743,"Touring @PMAMethuen Searles Estate was a special experience this weekend, def recommend! #Methuen https://t.co/7961PFaGHY",10/04/2016 21:04:30 EDT,716,6091,6699,"Methuen, Massachusetts "
12493,RT @Sherridacherry: @207Curtin @WeNeedTrump https://t.co/zXtqv1jJe9,10/04/2016 21:04:35 EDT,19841,744,1401,"York, ME"
18375,"RT @HayesBrown: TWO DADS ENTER

ONE DAD LEAVES

TWO DADS ENTER

ONE DAD LEAVES

#VPDebate",10/04/2016 21:04:52 EDT,7094,3075,1351,Brooklyn
4973,First trailer for Jordan Peele's horror flick 'Get Out' is super creepy https://t.co/5DDNBzCVow,10/04/2016 21:05:01 EDT,184,325,202,"Los Angeles, CA"
1921,"Ok, here we go, kids. #VPDebate",10/04/2016 21:05:11 EDT,839,313,192,Oregon
20606,HOLY SHIT SPIRIT SQUAD LOL #SDLive,10/04/2016 21:05:13 EDT,1242,459,1377,"Longmont, CO"
11804,"@Awesomeplctures @mktsutherland Smart seal. Wow, that is amazing.",10/04/2016 21:05:21 EDT,1850,49,36,"Atlanta, GA"
1740,@lingling23 @vikingsrule185 @7thGypsy @Craigandryski3 @pd48fan @purplephenom @DusklightMemory @oriolesrise https://t.co/kMfNl06FLL,10/04/2016 21:05:25 EDT,33191,8061,7911,"Espy, PA"
7072,"RT @Orioles: Mark Trumbo!! Trum💣! And just like that, the #Orioles take a 2-1 lead. #Birdland #WildCard https://t.co/Ty7BqQUvaT",10/04/2016 21:05:27 EDT,3206,10952,6460,Baltimore
19415,so excited to read this! @yunawinter https://t.co/tqKAx053mm,10/04/2016 21:05:28 EDT,61234,504,166,
17565,"""Yeah? Well I'm taller.""
- Tim Kaine
#VPDebate",10/04/2016 21:05:32 EDT,78411,754,1426,Chicago
14740,"RT @WalkingDead_AMC: “It was really intense…” – Greg Nicotero on directing the #TWD Season 7 Premiere.
Read more from @EW: https://t.co/T1H…",10/04/2016 21:05:35 EDT,180256,1325,1106,West Virginia
22189,RT @HillaryClinton: RT to let @TimKaine know you've got his back tonight. #VPDebate https://t.co/XzjUE0cfnp,10/04/2016 21:05:36 EDT,1555,381,406,Massachusetts
14740,"RT @colmandomingo: Numbers, numbers, numbers. #1 show this week. And #3 in all of Cable. 🎈🎉 Thank you #FearTheWalkingDead fans. https://t.c…",10/04/2016 21:05:39 EDT,180257,1325,1106,West Virginia
203,"I go pee, cuz I do that every morning. https://t.co/lhD0hIC30I",10/04/2016 21:05:43 EDT,0,67,19,Birmingham Alabama
13501,This artificial turf pellets make it look like Pillar has a smoke trail. I am uplifted.,10/04/2016 21:05:45 EDT,3959,11705,1172,Chicago
725,This is how I handle &lt;140 characters. https://t.co/URA136OmoM,10/04/2016 21:05:47 EDT,337,162,436,New Jersey
8996,Creepy! She sounds like the voice that announces the commencement of the annual purge! #VPDebate https://t.co/tzMvsmMprs,10/04/2016 21:05:48 EDT,6359,412,2610,KANSAS 
2783,"RT @wikileaks: NEW: Guccifer 2.0 archive of 860Mb of various ""Clinton campaign"" related documents. Use ""7zip"" to unpack https://t.co/rfDMm8…",10/04/2016 21:05:50 EDT,11229,185,416,Ohio
6908,Can't believe @realDonaldTrump is going to let @mike_pence speak for him. Can't Trump defend his own campaign?,10/04/2016 21:05:58 EDT,14259,18588,704,California Boy in Boston
20831,Lloyd Benson reference in the #VPDebate . Will Tim Kaine use the JFK line?,10/04/2016 21:05:59 EDT,5342,248,436,Wisconsin
9463,Great question,10/04/2016 21:06:01 EDT,6,111,59,"Seaside Park, NJ & NYC "
1740,@danconnolly2016 woot woot,10/04/2016 21:06:07 EDT,33192,8061,7911,"Espy, PA"
5939,@OklaStina I did a few weeks ago.,10/04/2016 21:06:08 EDT,940,954,2222,Oklahoma City
17061,RT @DaleJr: Gus fertilized the lawn @CLTMotorSpdwy tonight. https://t.co/hkdfxdhwH1,10/04/2016 21:06:08 EDT,6750,1560,366,Wisconsin
21550,RT @ShepherdsDaily: https://t.co/6yMBsYHh0V,10/04/2016 21:06:09 EDT,29056,840,235,"Columbia, MO"
10044,@JDOOLING31 Nice pix kid! Good luck in college,10/04/2016 21:06:11 EDT,180971,117,211,"long Island, NY "
3625,not liriano phew https://t.co/c8UXyqLlAm,10/04/2016 21:06:11 EDT,49,271,311,"Cleveland, OH"
17565,"""But what if Designated Survivor?""
#VPDebate",10/04/2016 21:06:12 EDT,78411,754,1426,Chicago
21550,"RT @ItsGreysHumor: ""it's just a tv show, you have no reason to be sad about it"" https://t.co/XOZv6nxxx4",10/04/2016 21:06:17 EDT,29056,840,235,"Columbia, MO"
9776,RT @StrictlyWVU: Greatest State On Earth. #WVU https://t.co/QOzZukq83S,10/04/2016 21:06:20 EDT,2867,422,983,"West Virginia, USA"
17565,RT @kath_krueger: Tim Kaine is going to speak Spanish and Mike Pence is going to demand he stop immediately,10/04/2016 21:06:21 EDT,78411,754,1426,Chicago
8641,RT @highlinenyc: It's a great #autumn night on the High Line - join us! We're open until 10:00 PM. https://t.co/zveDQBQiOp,10/04/2016 21:06:24 EDT,971,824,694,"New York, USA"
20952,Back to two white men debating. #debates,10/04/2016 21:06:24 EDT,211,351,282,"Cedar Rapids, IA"
11586,"RT @sallykohn: Tim Kaine is a moderate.

Mike Pence is an anti-choice, anti-LGBT, far-right EXTREMIST.

#VPDebate",10/04/2016 21:06:25 EDT,4564,238,531,"Georgia, USA"
845,Loving this positive energy our next president! https://t.co/rqhudhCltw,10/04/2016 21:06:25 EDT,21,102,50,Washington
11684,RT @TonyFratto: If I were Kaine I'd ask Pence if the mic is working ok.  Then sit back and wait for Trump tweet reaction.,10/04/2016 21:06:32 EDT,4605,2351,3106,Atlanta and Decatur
20831,Lloyd Bentson reference in the #VPDebate . Will Tim Kaine use the JFK line?,10/04/2016 21:06:36 EDT,5342,248,436,Wisconsin
20925,RT @ThePeteAwakens: #Sedge #Wegine ? I ship it because Ezra is the worst https://t.co/jrurL4eysv,10/04/2016 21:06:37 EDT,26324,889,323,"Webster City, IA"
14740,RT @DancingABC: We're dancing with excitement! Congrats to our #DWTS pros @EmmaSlaterDance and @SashaFarber on their engagement! https://t.…,10/04/2016 21:06:39 EDT,180261,1325,1106,West Virginia
10044,"RT @MrBrianKenny: I know Madison Bumgarner is a post-season great. 
I'm just saying Noah Syndergaard is better. 
https://t.co/hFubb5CXGz",10/04/2016 21:06:41 EDT,180971,117,211,"long Island, NY "
9064,What's with the Dems wearing red and Republicans in blue? (Ties tonight) This election is really shaking things up,10/04/2016 21:06:45 EDT,1160,10300,1405,NYC
18029,Keegan just laughed so hard at New Girl that he farted.,10/04/2016 21:06:46 EDT,18169,349,283,Indiana
900,@davelachapelle2 hmm not sure I'd go to a place with that kind of issue. Is it highly regarded?,10/04/2016 21:06:50 EDT,5447,390,558,"Eugene, OR"
3856,RT @ClevelandMag: Meat Expectations: @chefsymon's @BBQMabels kicks open the door to #Cleveland-style barbecue. https://t.co/NFmDYKENbM http…,10/04/2016 21:06:50 EDT,3843,10591,437,"Akron, Ohio "
11586,RT @michael_j_bravo: @realDonaldTrump  was rejected by Harvard. Ah .. now I get it! His feelings were hurt for being too stupid! https://t.…,10/04/2016 21:06:53 EDT,4565,238,531,"Georgia, USA"
2403,Ready for the debate. 🇺🇸 Kaine,10/04/2016 21:06:53 EDT,8578,459,1405,"Springfield, Missouri"
20606,Wow Miz actually mentioned the crate.,10/04/2016 21:06:55 EDT,1242,459,1377,"Longmont, CO"
1597,RT @RichardGrenell: Tim Kaine is already ignoring the question to talk about Brown vs Board of Education #Robot,10/04/2016 21:06:56 EDT,66,333,205,"Pittsburgh, PA"
6249,Where’s the Best Fried Catfish in Texas? Just Ask Johnny https://t.co/ncNBlAYyPT,10/04/2016 21:07:00 EDT,17,305,802,Texas
20831,RT @NicoleAuerbach: Baylor's former Title IX coordinator will be on CBS tomorrow morning. Her lawyer's quote: 🔥 https://t.co/eu2iFnDvBS,10/04/2016 21:07:01 EDT,5342,248,436,Wisconsin
21161,"RT @EllenGeraghty: ""Creativity can only exist when we surpress our desire to control things"" @jcolman #CSForum16",10/04/2016 21:07:02 EDT,24631,2356,930,"Silicon Valley, CA USA"
9445,"Aaaand there's the music. Good ol' ""Tubular Bells."" Guess who's having nightmares tonight? #TheExorcist",10/04/2016 21:07:09 EDT,13336,1748,174,"New York, NY"
1597,RT @trebortwo: https://t.co/KI2Hk9epXD,10/04/2016 21:07:09 EDT,66,333,205,"Pittsburgh, PA"
1476,"Might as well just tell candidates ""Give a 2-minute opening statement"" since they do that instead of answer the opening question. #VPdebate",10/04/2016 21:07:10 EDT,48,1379,226,Philadelphia
9047,Nap time already? #vpdebate,10/04/2016 21:07:11 EDT,1084,379,225,"New York, New York"
17565,RT @politico: WATCH LIVE: @mike_pence and @timkaine take the stage for the #VPDebate at @longwoodu https://t.co/KSf2csilC5 https://t.co/JaH…,10/04/2016 21:07:13 EDT,78412,754,1426,Chicago
20952,RT @RepresentPledge: Congratulations to #ElaineQuijano! She is the first Asian-American to moderate a presidential or vice presidential deb…,10/04/2016 21:07:14 EDT,212,351,282,"Cedar Rapids, IA"
11660,@realDonaldTrump WTH's up with Kaine's eyebrow?,10/04/2016 21:07:20 EDT,1922,253,947,"Georgia, USA"
21154,Here we go. #VPDebate,10/04/2016 21:07:21 EDT,8292,542,1124,"Revelo, KY"
6103,@dohertyjf Pretty easy from mobile actually. https://t.co/gczL3hk68O,10/04/2016 21:07:24 EDT,363,471,269,"Highland Village, TX"
7788,I think you're going to see coaching come out in #VPDebate too. Kaine has had access to a phenomenal team as Hillary did.,10/04/2016 21:07:24 EDT,1,354,385,"Milwaukee, WI"
3625,@luke_jackson10 well no but thats what got him to where he is now lmao.,10/04/2016 21:07:27 EDT,51,272,311,"Cleveland, OH"
13501,@ProfessorDobles Also pleasing.,10/04/2016 21:07:31 EDT,3960,11705,1172,Chicago
9047,"RT @ashleyabernard: On the one hand, I'm sick and desperately in need of rest; on the other hand, election debates are p much my Super Bowl…",10/04/2016 21:07:36 EDT,1084,379,225,"New York, New York"
10997,#myoldkentuckyhome https://t.co/OZejLL7AZ9,10/04/2016 21:07:37 EDT,582,4265,2843,"Louisville, Kentucky"
11586,RT @Cheryllynn512: #VPDebate @PPact https://t.co/uBZtjkqwPt,10/04/2016 21:07:39 EDT,4565,238,531,"Georgia, USA"
9047,RT @senatorshoshana: Tim's eyebrow is raised 🚨 #VPDebate,10/04/2016 21:07:42 EDT,1085,379,225,"New York, New York"
17565,@TheSixFinger Raaaaaat...,10/04/2016 21:07:44 EDT,78414,754,1426,Chicago
4017,Good answer Senator Pence. https://t.co/mKhMjwCacY,10/04/2016 21:07:46 EDT,656,1225,958,California
15012,https://t.co/Oh2Ah6LRtN,10/04/2016 21:07:46 EDT,360,234,433,"Whitley County, IN"
6103,@dohertyjf https://t.co/UN4DHBGjXD,10/04/2016 21:07:46 EDT,363,471,269,"Highland Village, TX"
11586,"RT @TheRickyDavila: Tim Kaine looks the part. 

Mike Pence looks divisive.

#VPDebate #ImWithHer",10/04/2016 21:07:52 EDT,4565,238,531,"Georgia, USA"
17565,"RT @Deadspin: Tim Kaine and Mike Pence are on the stage, come laugh at them with us: https://t.co/Kw1TOlPnBE https://t.co/ZyMjcej6Av",10/04/2016 21:08:02 EDT,78414,754,1426,Chicago
7128,"RT @mitchellvii: Given Hillary's health, Kaine could be POTUS.  Scary",10/04/2016 21:08:03 EDT,88,97,150,"Lexington Park, MD"
13580,"""Can't have it made there in the shade, when you're working all the time. Make a little more love, and be happy for the rest of your life.""",10/04/2016 21:08:03 EDT,10866,510,576,
11377,"RT @chrislhayes: Tim Kaine sits down. Gently rests his hand on Mike Pence's knee and leans into his ear ""I'm in your head already, aren't I…",10/04/2016 21:08:04 EDT,154,122,827,"Boynton Beach, Fl"
15301,@johnjf125 reading BFSTL Snitch Twitter whenever a baseball player does anything expressive is a wonderful form of masochism,10/04/2016 21:08:12 EDT,931,567,542,St. Louis
7788,Very strategic for Kaine to bring out his veteran son in the opening remarks. #VPDebate,10/04/2016 21:08:12 EDT,1,354,385,"Milwaukee, WI"
21815,Kaine mentions his past as a Catholic missionary in his first answer. VP debate already has more religion than first presidential debate.,10/04/2016 21:08:14 EDT,641,3429,820,"Washington, DC"
9445,"I might actually have to watch the #VPDebate to cleanse from the askeertness. Of course, it could very well be scarier than #TheExorcist.",10/04/2016 21:08:15 EDT,13336,1748,174,"New York, NY"
9047,RT @NickKristof: First question is about fitness of each running mate. But people are more concerned about fitness of the Presidential cand…,10/04/2016 21:08:19 EDT,1085,379,225,"New York, New York"
17527,So apparently I'm going to watch this. (And there was much rejoicing). #vpdebate),10/04/2016 21:08:21 EDT,1355,631,226,"Philadelphia, PA"
8996,"Strike one Sen. Kaine! 
You have to answer the question!",10/04/2016 21:08:23 EDT,6359,412,2610,KANSAS 
2630,Stopping Regular Exercise for Just 10 days Shows Decline in Neural Blood Flow and Brain Health https://t.co/p1kPS6t84J,10/04/2016 21:08:28 EDT,207,175,482,Mill Valley
12493,"RT @michaelkeyes: @Ashley4Trump @Raz581 @oinc2islam @skb_sara @JohnWUSMC  stfu you stupid goat fucking hadji ass muslim, go away and leave…",10/04/2016 21:08:28 EDT,19842,744,1401,"York, ME"
19896,How my days been going: I dropped my phone on my laptop and one of my keys popped off. Thankfully I got it to go back on.,10/04/2016 21:08:30 EDT,3452,181,465,"Huntington, WV"
11440,Poweful opening statement by @timkaine. #VPDebate,10/04/2016 21:08:32 EDT,19311,451,271,I wish I was at the beach.
6042,RT @XXL: This girl is on fire! 🔥 @YoungMAMusic @HipHopAwards @bet #HipHopAwards https://t.co/oALucCsc5k,10/04/2016 21:08:33 EDT,1933,2992,1523,"New Orleans, LA"
11586,"RT @jptrib1: Pope Francis Breaks Tradition &amp; Rips Into Republican Ideology, (DETAILS) https://t.co/OgAcxu4N1c via @Bipartisan Report",10/04/2016 21:08:34 EDT,4567,238,531,"Georgia, USA"
3625,there we go #defense,10/04/2016 21:08:38 EDT,53,272,311,"Cleveland, OH"
5766,@ShawnHooper :),10/04/2016 21:08:40 EDT,20103,4834,2208,"metro Detroit, Michigan"
17527,So apparently I'm going to watch this. #vpdebate,10/04/2016 21:08:41 EDT,1355,631,226,"Philadelphia, PA"
12493,RT @Raz581: Shows clearly what great faiths u all follow or how civilized or cultured u all r Doesnt it? https://t.co/EbmC4JSIUe,10/04/2016 21:08:41 EDT,19843,744,1401,"York, ME"
7233,"RT @nataliemjb: YOU'RE [were?] A POLLSTER, COME ON!!!!!  https://t.co/MDjYqBRhY3 https://t.co/sCQs27CU17",10/04/2016 21:08:47 EDT,971,442,732,Baltimore
9136,Go #SuperDad #Debates2016 #DebateNight2016 #TimKaineTheKindaDad https://t.co/tBkmLTBnt5,10/04/2016 21:08:51 EDT,255,702,103,"NYC/Portland, OR"
6679,Pappasitos has the BEST  black beans ever,10/04/2016 21:08:58 EDT,36,555,482,Houston tx 
22337,Yo Mike Pence started that answer like someone filling the word count on an essay,10/04/2016 21:08:59 EDT,6419,325,398,"Lexington, KY"
17565,"Mike Pence speaks.

#VPDebate https://t.co/dQNxaeuyNB",10/04/2016 21:09:01 EDT,78414,754,1426,Chicago
4814,"@realDonaldTrump There is not a single, solitary, logically sound reason why any person should vote for you.",10/04/2016 21:09:02 EDT,563,719,387,"Bay City, Michigan"
17527,"RT @MikeDrucker: Today's Vice Presidential Debate:

Dad letting you borrow beer for your party

Vs

Dad forcing you to practice base… ",10/04/2016 21:09:02 EDT,1355,631,226,"Philadelphia, PA"
